"pitcher_id","team_id","game_id","season","day","pitcher_team_rbi","strikeouts","innings_pitched","pitcher_is_home","strike_count","ball_count","base_count"
"338694b7-6256-4724-86b6-3884299a5d9e","eb67ae5e-c4bf-46ca-bbbc-425cd34182ff","13ed042b-b972-4d4b-bf69-d27c251c5c75",3,1,2,9,9,False,3,4,4
"b348c037-eefc-4b81-8edd-dfa96188a97e","a37f9158-7f82-46bc-908c-c9e2dda7c33b","951cb07f-2d9e-459b-b192-33c78d9a4698",3,1,5,3,8,False,3,4,4
"7b55d484-6ea9-4670-8145-986cb9e32412","979aee4a-6d80-4863-bf1c-ee1a78e06024","102c0918-6054-4c07-aad7-d75fac5f46f3",3,1,4,1,8,False,3,4,4
"32551e28-3a40-47ae-aed1-ff5bc66be879","9debc64f-74b7-4ae1-a4d6-fce0144b6ea5","b3003ea4-fc12-4da0-bee4-f6fd8aaa92f5",3,1,7,5,9,True,3,4,4
"1732e623-ffc2-40f0-87ba-fdcf97131f1f","23e4cbc1-e9cd-47fa-a35b-bfa06f726cb7","13ed042b-b972-4d4b-bf69-d27c251c5c75",3,1,3,2,9,True,3,4,4
"af6b3edc-ed52-4edc-b0c9-14e0a5ae0ee3","b63be8c2-576a-4d6e-8daf-814f8bcea96f","951cb07f-2d9e-459b-b192-33c78d9a4698",3,1,4,7,9,True,3,4,4
"5703141c-25d9-46d0-b680-0cf9cfbf4777","f02aeae2-5e6a-4098-9842-02d2273f25c7","4ad42f3a-cf8f-4483-9af6-18b95077e829",3,1,13,6,9,True,4,4,4
"97dfc1f6-ac94-4cdc-b0d5-1cb9f8984aa5","8d87c468-699a-47a8-b40d-cfb73a5660ad","53d65fc7-573b-4d6d-af0c-ac37c91c078e",3,1,5,5,8,False,3,4,4
"c6a277c3-d2b5-4363-839b-950896a5ec5e","105bc3ff-1320-4e37-8ef0-8d595cb95dd0","4ad42f3a-cf8f-4483-9af6-18b95077e829",3,1,7,3,9,False,3,4,4
"ff5a37d9-a6dd-49aa-b6fb-b935fd670820","3f8bbb15-61c0-4e3f-8e4a-907a5fb1565e","0394d25f-bccb-4b67-87f1-39085dec30f5",3,1,4,6,9,True,3,4,4
"f3c07eaf-3d6c-4cc3-9e54-cbecc9c08286","a37f9158-7f82-46bc-908c-c9e2dda7c33b","83dfee9c-de72-4372-af7d-20a20c0a1049",3,2,5,2,8,False,3,4,4
"f9c0d3cb-d8be-4f53-94c9-fc53bcbce520","bfd38797-8404-4b38-8b82-341da28b1f83","e2eef6ff-4f99-4916-ab49-34da6614bbaf",3,2,6,4,9,True,3,4,4
"e3c514ae-f813-470e-9c91-d5baf5ffcf16","105bc3ff-1320-4e37-8ef0-8d595cb95dd0","5531e38b-5b06-4ee5-8358-7f4d7b9a4202",3,2,2,2,8,False,3,4,4
"e6502bc7-5b76-4939-9fb8-132057390b30","eb67ae5e-c4bf-46ca-bbbc-425cd34182ff","cc2e3f12-71eb-45fc-be42-3cd32122e4a5",3,2,4,5,8,False,3,4,4
"d2d76815-cbdc-4c4b-9c9e-32ebf2297cc7","9debc64f-74b7-4ae1-a4d6-fce0144b6ea5","42d0e29e-3674-4c5e-8406-c6035ab79fd4",3,2,3,7,9,True,3,4,4
"81d7d022-19d6-427d-aafc-031fcb79b29e","36569151-a2fb-43c1-9df7-2df512424c82","e2eef6ff-4f99-4916-ab49-34da6614bbaf",3,2,3,5,9,False,4,4,4
"8adb084b-19fe-4295-bcd2-f92afdb62bd7","7966eb04-efcc-499b-8f03-d13916330531","3d68fd19-18ae-4a30-a4b3-005b8e79de2f",3,2,0,3,9,True,3,4,4
"afc90398-b891-4cdf-9dea-af8a3a79d793","747b8e4a-7e50-4638-a973-ea7950a3e739","797e472e-17e7-48ec-b072-bea2fbbb4852",3,2,2,7,9,True,3,4,4
"542af915-79c5-431c-a271-f7185e37c6ae","8d87c468-699a-47a8-b40d-cfb73a5660ad","797e472e-17e7-48ec-b072-bea2fbbb4852",3,2,4,2,8,False,3,4,4
"6b8d128f-ed51-496d-a965-6614476f8256","b024e975-1c4a-4575-8936-a3754a08806a","3d68fd19-18ae-4a30-a4b3-005b8e79de2f",3,2,3,2,8,False,3,4,4
"138fccc3-e66f-4b07-8327-d4b6f372f654","adc5b394-8f76-416d-9ce9-813706877b84","3d3bba3d-ef75-463b-8764-4036d714d900",3,2,1,7,9,False,4,4,4
"3e008f60-6842-42e7-b125-b88c7e5c1a95","3f8bbb15-61c0-4e3f-8e4a-907a5fb1565e","0c8aac14-db5c-4f58-9ee6-73f0a0665827",3,2,3,11,14,True,3,4,4
"bd549bfe-b395-4dc0-8546-5c04c08e24a5","979aee4a-6d80-4863-bf1c-ee1a78e06024","d7370b77-5e41-44af-b8e6-e385e64521a0",3,2,8,1,8,False,3,4,4
"ad1e670a-f346-4bf7-a02f-a91649c41ccb","57ec08cc-0411-4643-b304-0e80dbc15ac7","42d0e29e-3674-4c5e-8406-c6035ab79fd4",3,2,2,0,9,False,3,4,4
"3d3be7b8-1cbf-450d-8503-fce0daf46cbf","f02aeae2-5e6a-4098-9842-02d2273f25c7","5531e38b-5b06-4ee5-8358-7f4d7b9a4202",3,2,1,11,9,True,4,4,4
"3c331c87-1634-46c4-87ce-e4b9c59e2969","b72f3061-f573-40d7-832a-5ad475bd7909","d7370b77-5e41-44af-b8e6-e385e64521a0",3,2,3,10,9,True,4,4,4
"9786b2c9-1205-4718-b0f7-fc000ce91106","23e4cbc1-e9cd-47fa-a35b-bfa06f726cb7","cc2e3f12-71eb-45fc-be42-3cd32122e4a5",3,2,3,5,9,True,3,4,4
"43d5da5f-c6a1-42f1-ab7f-50ea956b6cd5","ca3f1c8c-c025-4d8e-8eef-5be6accbeb16","3d3bba3d-ef75-463b-8764-4036d714d900",3,2,4,3,9,True,3,4,4
"0bb35615-63f2-4492-80ec-b6b322dc5450","878c1bf6-0d21-4659-bfee-916c8314d69c","0c8aac14-db5c-4f58-9ee6-73f0a0665827",3,2,2,14,14,False,3,4,4
"9820f2c5-f9da-4a07-b610-c2dd7bee2ef6","b63be8c2-576a-4d6e-8daf-814f8bcea96f","83dfee9c-de72-4372-af7d-20a20c0a1049",3,2,2,3,9,True,3,4,4
"1ffb1153-909d-44c7-9df1-6ed3a9a45bbd","8d87c468-699a-47a8-b40d-cfb73a5660ad","b2e4605d-85e8-4cc2-80b0-d97f3aadc91f",3,3,7,3,9,False,3,4,4
"167751d5-210c-4a6e-9568-e92d61bab185","979aee4a-6d80-4863-bf1c-ee1a78e06024","334ea4d9-72ea-48e4-9059-a0674f994807",3,3,14,1,8,False,3,4,4
"740d5fef-d59f-4dac-9a75-739ec07f91cf","b024e975-1c4a-4575-8936-a3754a08806a","1cbd9d82-89e6-46b2-9082-815f59e1a130",3,3,7,6,8,False,3,4,4
"0d5300f6-0966-430f-903f-a4c2338abf00","878c1bf6-0d21-4659-bfee-916c8314d69c","eb2bd62b-c25b-4dc1-874c-842144896ce0",3,3,6,7,8,False,3,4,4
"73265ee3-bb35-40d1-b696-1f241a6f5966","b72f3061-f573-40d7-832a-5ad475bd7909","334ea4d9-72ea-48e4-9059-a0674f994807",3,3,5,4,9,True,4,4,4
"36786f44-9066-4028-98d9-4fa84465ab9e","bfd38797-8404-4b38-8b82-341da28b1f83","55ed5e73-9e87-40b0-a729-88e8175c1793",3,3,6,5,9,True,3,4,4
"8903a74f-f322-41d2-bd75-dbf7563c4abb","b63be8c2-576a-4d6e-8daf-814f8bcea96f","3e9934f7-cbbe-42bf-9894-c79eddab8e27",3,3,2,3,9,True,3,4,4
"7007cbd3-7c7b-44fd-9d6b-393e82b1c06e","57ec08cc-0411-4643-b304-0e80dbc15ac7","a7c76851-4152-47fb-aeb2-94886299f3c1",3,3,3,5,8,False,3,4,4
"378c07b0-5645-44b5-869f-497d144c7b35","36569151-a2fb-43c1-9df7-2df512424c82","55ed5e73-9e87-40b0-a729-88e8175c1793",3,3,7,2,8,False,4,4,4
"b082ca6e-eb11-4eab-8d6a-30f8be522ec4","23e4cbc1-e9cd-47fa-a35b-bfa06f726cb7","a0e9589f-81d0-44fc-8fa4-335f92dcde9c",3,3,13,4,9,True,3,4,4
"3a8c52d7-4124-4a65-a20d-d51abcbe6540","9debc64f-74b7-4ae1-a4d6-fce0144b6ea5","a7c76851-4152-47fb-aeb2-94886299f3c1",3,3,2,7,9,True,3,4,4
"2720559e-9173-4042-aaa0-d3852b72ab2e","747b8e4a-7e50-4638-a973-ea7950a3e739","b2e4605d-85e8-4cc2-80b0-d97f3aadc91f",3,3,4,10,9,True,3,4,4
"b6aa8ce8-2587-4627-83c1-2a48d44afaee","7966eb04-efcc-499b-8f03-d13916330531","1cbd9d82-89e6-46b2-9082-815f59e1a130",3,3,6,3,9,True,3,4,4
"a691f2ba-9b69-41f8-892c-1acd42c336e4","eb67ae5e-c4bf-46ca-bbbc-425cd34182ff","a0e9589f-81d0-44fc-8fa4-335f92dcde9c",3,3,4,8,9,False,3,4,4
"6f9de777-e812-4c84-915c-ef283c9f0cde","105bc3ff-1320-4e37-8ef0-8d595cb95dd0","400f79d2-7cc6-4dc8-be0b-12d7b7e32ac6",3,3,9,1,8,False,3,4,4
"df4da81a-917b-434f-b309-f00423ee4967","f02aeae2-5e6a-4098-9842-02d2273f25c7","400f79d2-7cc6-4dc8-be0b-12d7b7e32ac6",3,3,4,3,9,True,4,4,4
"d5b6b11d-3924-4634-bd50-76553f1f162b","a37f9158-7f82-46bc-908c-c9e2dda7c33b","3e9934f7-cbbe-42bf-9894-c79eddab8e27",3,3,1,7,9,False,3,4,4
"f2a27a7e-bf04-4d31-86f5-16bfa3addbe7","adc5b394-8f76-416d-9ce9-813706877b84","c69d8dc3-d7b7-42af-becc-a8ea92da39d7",3,3,3,7,9,False,4,4,4
"dfd5ccbb-90ed-4bfe-83e0-dae9cc763f10","3f8bbb15-61c0-4e3f-8e4a-907a5fb1565e","eb2bd62b-c25b-4dc1-874c-842144896ce0",3,3,2,5,9,True,3,4,4
"d46abb00-c546-4952-9218-4f16084e3238","ca3f1c8c-c025-4d8e-8eef-5be6accbeb16","c69d8dc3-d7b7-42af-becc-a8ea92da39d7",3,3,7,4,9,True,3,4,4
"d0d7b8fe-bad8-481f-978e-cb659304ed49","8d87c468-699a-47a8-b40d-cfb73a5660ad","fb9ed377-b08b-46eb-806b-7c5a3536af60",3,4,4,6,9,False,3,4,4
"bf122660-df52-4fc4-9e70-ee185423ff93","a37f9158-7f82-46bc-908c-c9e2dda7c33b","d8ae5f4f-aca8-4af0-b824-19aa0ca6c7f5",3,4,6,7,9,False,3,4,4
"f741dc01-2bae-4459-bfc0-f97536193eea","878c1bf6-0d21-4659-bfee-916c8314d69c","72e9e32e-d611-4d78-b674-a837701e96a7",3,4,3,4,10,True,3,4,4
"c182f33c-aea5-48a2-97ed-dc74fa29b3c0","ca3f1c8c-c025-4d8e-8eef-5be6accbeb16","72e9e32e-d611-4d78-b674-a837701e96a7",3,4,4,7,10,False,3,4,4
"db33a54c-3934-478f-bad4-fc313ac2580e","b72f3061-f573-40d7-832a-5ad475bd7909","19927452-de7b-4a81-9bc9-c0ed0ba5aba0",3,4,4,2,8,False,4,4,4
"d8742d68-8fce-4d52-9a49-f4e33bd2a6fc","eb67ae5e-c4bf-46ca-bbbc-425cd34182ff","6a7db0f9-6476-4fe4-a35d-9e2a987096dd",3,4,2,4,9,False,3,4,4
"24f6829e-7bb4-4e1e-8b59-a07514657e72","3f8bbb15-61c0-4e3f-8e4a-907a5fb1565e","ea6a935e-ab84-4986-b261-b106e11915d1",3,4,6,2,8,False,3,4,4
"20fd71e7-4fa0-4132-9f47-06a314ed539a","f02aeae2-5e6a-4098-9842-02d2273f25c7","702e2592-d472-4f19-aa5c-fe72d8129aa3",3,4,5,5,9,True,4,4,4
"7158d158-e7bf-4e9b-9259-62e5b25e3de8","979aee4a-6d80-4863-bf1c-ee1a78e06024","4f952939-d79a-4de8-8f24-776ea497e2e0",3,4,3,6,9,True,3,4,4
"03f920cc-411f-44ef-ae66-98a44e883291","bfd38797-8404-4b38-8b82-341da28b1f83","378095ea-c889-42a7-bf88-de6ebf0e7255",3,4,2,2,8,False,3,4,4
"9965eed5-086c-4977-9470-fe410f92d353","36569151-a2fb-43c1-9df7-2df512424c82","ea6a935e-ab84-4986-b261-b106e11915d1",3,4,0,8,9,True,4,4,4
"20be1c34-071d-40c6-8824-dde2af184b4d","b63be8c2-576a-4d6e-8daf-814f8bcea96f","d8ae5f4f-aca8-4af0-b824-19aa0ca6c7f5",3,4,10,7,9,True,3,4,4
"41949d4d-b151-4f46-8bf7-73119a48fac8","105bc3ff-1320-4e37-8ef0-8d595cb95dd0","702e2592-d472-4f19-aa5c-fe72d8129aa3",3,4,2,8,9,False,3,4,4
"042962c8-4d8b-44a6-b854-6ccef3d82716","b024e975-1c4a-4575-8936-a3754a08806a","19927452-de7b-4a81-9bc9-c0ed0ba5aba0",3,4,3,5,9,True,3,4,4
"7aeb8e0b-f6fb-4a9e-bba2-335dada5f0a3","747b8e4a-7e50-4638-a973-ea7950a3e739","40633658-5441-4298-b956-f03d800acc73",3,4,4,11,15,False,3,4,4
"65273615-22d5-4df1-9a73-707b23e828d5","57ec08cc-0411-4643-b304-0e80dbc15ac7","fb9ed377-b08b-46eb-806b-7c5a3536af60",3,4,8,8,9,True,3,4,4
"60026a9d-fc9a-4f5a-94fd-2225398fa3da","23e4cbc1-e9cd-47fa-a35b-bfa06f726cb7","40633658-5441-4298-b956-f03d800acc73",3,4,7,9,15,True,3,4,4
"30218684-7fa1-41a5-a3b3-5d9cd97dd36b","9debc64f-74b7-4ae1-a4d6-fce0144b6ea5","6a7db0f9-6476-4fe4-a35d-9e2a987096dd",3,4,4,3,9,True,3,4,4
"3af96a6b-866c-4b03-bc14-090acf6ecee5","adc5b394-8f76-416d-9ce9-813706877b84","378095ea-c889-42a7-bf88-de6ebf0e7255",3,4,1,5,9,True,4,4,4
"09f2787a-3352-41a6-8810-d80e97b253b5","7966eb04-efcc-499b-8f03-d13916330531","4f952939-d79a-4de8-8f24-776ea497e2e0",3,4,2,6,9,False,3,4,4
"94baa9ac-ff96-4f56-a987-10358e917d91","b024e975-1c4a-4575-8936-a3754a08806a","302b4b3d-66ab-4044-a896-a251897ceb32",3,5,2,2,9,True,3,4,4
"18af933a-4afa-4cba-bda5-45160f3af99b","36569151-a2fb-43c1-9df7-2df512424c82","66079cec-f575-49fb-a9dd-29059277a397",3,5,7,2,10,True,4,4,4
"0cc5bd39-e90d-42f9-9dd8-7e703f316436","b63be8c2-576a-4d6e-8daf-814f8bcea96f","cfbf4d3e-f0ca-4b1e-942e-e76aeab71420",3,5,3,9,9,True,3,4,4
"89ec77d8-c186-4027-bd45-f407b4800c2c","979aee4a-6d80-4863-bf1c-ee1a78e06024","d570e641-4aa0-4202-a9d7-d4af94760f2a",3,5,4,8,9,True,3,4,4
"7663c3ca-40a1-4f13-a430-14637dce797a","adc5b394-8f76-416d-9ce9-813706877b84","39b583fc-6799-4da9-ba71-2e22df1e3358",3,5,13,6,9,True,4,4,4
"b3e512df-c411-4100-9544-0ceadddb28cf","747b8e4a-7e50-4638-a973-ea7950a3e739","ff1e878a-72d7-4162-bb10-3205fa4fa8d5",3,5,3,7,9,False,3,4,4
"2da49de2-34e5-49d0-b752-af2a2ee061be","7966eb04-efcc-499b-8f03-d13916330531","d570e641-4aa0-4202-a9d7-d4af94760f2a",3,5,2,2,9,False,3,4,4
"5e4dfa16-f1b9-400f-b8ef-a1613c2b026a","bfd38797-8404-4b38-8b82-341da28b1f83","39b583fc-6799-4da9-ba71-2e22df1e3358",3,5,3,3,9,False,3,4,4
"089af518-e27c-4256-adc8-62e3f4b30f43","57ec08cc-0411-4643-b304-0e80dbc15ac7","227a019d-cebf-4968-891a-4c9d7bfd70c4",3,5,3,3,9,True,3,4,4
"814bae61-071a-449b-981e-e7afc839d6d6","23e4cbc1-e9cd-47fa-a35b-bfa06f726cb7","ff1e878a-72d7-4162-bb10-3205fa4fa8d5",3,5,20,4,9,True,3,4,4
"9ba361a1-16d5-4f30-b590-fc4fc2fb53d2","eb67ae5e-c4bf-46ca-bbbc-425cd34182ff","9883302a-19b0-4ec3-83a1-30d5f853c6eb",3,5,6,2,11,False,3,4,4
"16aff709-e855-47c8-8818-b9ba66e90fe8","ca3f1c8c-c025-4d8e-8eef-5be6accbeb16","df408ca8-fbd2-4970-80f6-2ce02222daab",3,5,2,9,9,False,3,4,4
"bd9d1d6e-7822-4ad9-bac4-89b8afd8a630","105bc3ff-1320-4e37-8ef0-8d595cb95dd0","b7276783-ca02-49af-91ed-fa358201e6bd",3,5,5,2,8,False,3,4,4
"80a2f015-9d40-426b-a4f6-b9911ba3add8","b72f3061-f573-40d7-832a-5ad475bd7909","302b4b3d-66ab-4044-a896-a251897ceb32",3,5,1,0,1,False,4,4,4
"a647388d-fc59-4c1b-90d3-8c1826e07775","3f8bbb15-61c0-4e3f-8e4a-907a5fb1565e","66079cec-f575-49fb-a9dd-29059277a397",3,5,8,1,10,False,3,4,4
"333067fd-c2b4-4045-a9a4-e87a8d0332d0","f02aeae2-5e6a-4098-9842-02d2273f25c7","b7276783-ca02-49af-91ed-fa358201e6bd",3,5,2,3,9,True,4,4,4
"e16c3f28-eecd-4571-be1a-606bbac36b2b","878c1bf6-0d21-4659-bfee-916c8314d69c","df408ca8-fbd2-4970-80f6-2ce02222daab",3,5,4,1,9,True,3,4,4
"f4a5d734-0ade-4410-abb6-c0cd5a7a1c26","a37f9158-7f82-46bc-908c-c9e2dda7c33b","cfbf4d3e-f0ca-4b1e-942e-e76aeab71420",3,5,2,5,9,False,3,4,4
"f70dd57b-55c4-4a62-a5ea-7cc4bf9d8ac1","8d87c468-699a-47a8-b40d-cfb73a5660ad","227a019d-cebf-4968-891a-4c9d7bfd70c4",3,5,4,3,8,False,3,4,4
"f2c477fb-28ea-4fcb-943a-9fab22df3da0","b72f3061-f573-40d7-832a-5ad475bd7909","302b4b3d-66ab-4044-a896-a251897ceb32",3,5,4,1,8,False,4,4,4
"ceb8f8cd-80b2-47f0-b43e-4d885fa48aa4","9debc64f-74b7-4ae1-a4d6-fce0144b6ea5","9883302a-19b0-4ec3-83a1-30d5f853c6eb",3,5,7,5,11,True,3,4,4
"ff5a37d9-a6dd-49aa-b6fb-b935fd670820","3f8bbb15-61c0-4e3f-8e4a-907a5fb1565e","f17bef5a-af39-45b4-add4-603c9a4a59e6",3,6,6,3,8,False,3,4,4
"c6a277c3-d2b5-4363-839b-950896a5ec5e","105bc3ff-1320-4e37-8ef0-8d595cb95dd0","1fd56740-7c50-4a8b-a1ca-efafc253f43e",3,6,1,2,9,False,3,4,4
"1513aab6-142c-48c6-b43e-fbda65fd64e8","ca3f1c8c-c025-4d8e-8eef-5be6accbeb16","c551992b-0f6a-4f94-a102-3b674d131e0d",3,6,9,15,12,False,3,4,4
"af6b3edc-ed52-4edc-b0c9-14e0a5ae0ee3","b63be8c2-576a-4d6e-8daf-814f8bcea96f","73501884-81d5-4681-89ab-411e74c22749",3,6,3,3,9,True,3,4,4
"338694b7-6256-4724-86b6-3884299a5d9e","eb67ae5e-c4bf-46ca-bbbc-425cd34182ff","902cf51e-22e8-4cfb-b431-35fb8768a55e",3,6,5,4,8,False,3,4,4
"2ae8cbfc-2155-4647-9996-3f2591091baf","bfd38797-8404-4b38-8b82-341da28b1f83","bc717cec-6fa9-4471-a88b-f08212a7f3af",3,6,9,1,9,False,3,4,4
"9abe02fb-2b5a-432f-b0af-176be6bd62cf","747b8e4a-7e50-4638-a973-ea7950a3e739","1b06483c-00eb-4467-b7e9-6205bd79723a",3,6,6,10,14,False,3,4,4
"b348c037-eefc-4b81-8edd-dfa96188a97e","a37f9158-7f82-46bc-908c-c9e2dda7c33b","73501884-81d5-4681-89ab-411e74c22749",3,6,4,4,9,False,3,4,4
"5703141c-25d9-46d0-b680-0cf9cfbf4777","f02aeae2-5e6a-4098-9842-02d2273f25c7","1fd56740-7c50-4a8b-a1ca-efafc253f43e",3,6,3,9,9,True,4,4,4
"316abea7-9890-4fb8-aaea-86b35e24d9be","57ec08cc-0411-4643-b304-0e80dbc15ac7","84fadbe3-8511-487c-a7ab-2695a529526f",3,6,6,5,9,True,3,4,4
"b7ca8f3f-2fdc-477b-84f4-157f2802e9b5","b024e975-1c4a-4575-8936-a3754a08806a","99e0e708-ae03-4958-a540-2f4319919fb7",3,6,7,1,9,True,3,4,4
"1732e623-ffc2-40f0-87ba-fdcf97131f1f","23e4cbc1-e9cd-47fa-a35b-bfa06f726cb7","1b06483c-00eb-4467-b7e9-6205bd79723a",3,6,3,12,14,True,3,4,4
"773712f6-d76d-4caa-8a9b-56fe1d1a5a68","878c1bf6-0d21-4659-bfee-916c8314d69c","c551992b-0f6a-4f94-a102-3b674d131e0d",3,6,3,7,12,True,3,4,4
"9397ed91-608e-4b13-98ea-e94c795f651e","7966eb04-efcc-499b-8f03-d13916330531","1ea336d0-d686-4651-9fa6-aaa11812cc97",3,6,4,6,10,False,3,4,4
"7c5ae357-e079-4427-a90f-97d164c7262e","b72f3061-f573-40d7-832a-5ad475bd7909","99e0e708-ae03-4958-a540-2f4319919fb7",3,6,6,7,9,False,4,4,4
"97dfc1f6-ac94-4cdc-b0d5-1cb9f8984aa5","8d87c468-699a-47a8-b40d-cfb73a5660ad","84fadbe3-8511-487c-a7ab-2695a529526f",3,6,2,6,9,False,3,4,4
"32551e28-3a40-47ae-aed1-ff5bc66be879","9debc64f-74b7-4ae1-a4d6-fce0144b6ea5","902cf51e-22e8-4cfb-b431-35fb8768a55e",3,6,3,3,9,True,3,4,4
"ae4acebd-edb5-4d20-bf69-f2d5151312ff","36569151-a2fb-43c1-9df7-2df512424c82","f17bef5a-af39-45b4-add4-603c9a4a59e6",3,6,2,5,9,True,4,4,4
"a199a681-decf-4433-b6ab-5454450bbe5e","adc5b394-8f76-416d-9ce9-813706877b84","bc717cec-6fa9-4471-a88b-f08212a7f3af",3,6,11,3,9,True,4,4,4
"7b55d484-6ea9-4670-8145-986cb9e32412","979aee4a-6d80-4863-bf1c-ee1a78e06024","1ea336d0-d686-4651-9fa6-aaa11812cc97",3,6,5,3,10,True,3,4,4
"afc90398-b891-4cdf-9dea-af8a3a79d793","747b8e4a-7e50-4638-a973-ea7950a3e739","8120c97a-259d-47a6-ade8-d08e531b237c",3,7,7,3,9,True,3,4,4
"3e008f60-6842-42e7-b125-b88c7e5c1a95","3f8bbb15-61c0-4e3f-8e4a-907a5fb1565e","c9bab0d8-3da3-47cd-b1be-39cf0a959e0a",3,7,10,1,8,False,3,4,4
"9786b2c9-1205-4718-b0f7-fc000ce91106","23e4cbc1-e9cd-47fa-a35b-bfa06f726cb7","0b01c351-57c8-4fcf-b900-defed3986f98",3,7,7,1,9,True,3,4,4
"3c331c87-1634-46c4-87ce-e4b9c59e2969","b72f3061-f573-40d7-832a-5ad475bd7909","c091d3df-1675-4d8b-99a8-87732e355c7b",3,7,3,6,8,False,4,4,4
"ad1e670a-f346-4bf7-a02f-a91649c41ccb","57ec08cc-0411-4643-b304-0e80dbc15ac7","f5c8de22-3459-45f4-81cd-bf7ed4df5c01",3,7,3,2,8,False,3,4,4
"0bb35615-63f2-4492-80ec-b6b322dc5450","878c1bf6-0d21-4659-bfee-916c8314d69c","879e1ff7-93cc-40f6-b318-309f5fe4b9ae",3,7,6,3,10,True,3,4,4
"542af915-79c5-431c-a271-f7185e37c6ae","8d87c468-699a-47a8-b40d-cfb73a5660ad","81010b3b-fea6-4150-8262-19b8b70754d4",3,7,7,5,8,False,3,4,4
"8adb084b-19fe-4295-bcd2-f92afdb62bd7","7966eb04-efcc-499b-8f03-d13916330531","c091d3df-1675-4d8b-99a8-87732e355c7b",3,7,2,2,9,True,3,4,4
"3d3be7b8-1cbf-450d-8503-fce0daf46cbf","f02aeae2-5e6a-4098-9842-02d2273f25c7","8120c97a-259d-47a6-ade8-d08e531b237c",3,7,5,6,9,False,4,4,4
"bd549bfe-b395-4dc0-8546-5c04c08e24a5","979aee4a-6d80-4863-bf1c-ee1a78e06024","81010b3b-fea6-4150-8262-19b8b70754d4",3,7,1,8,9,True,3,4,4
"9820f2c5-f9da-4a07-b610-c2dd7bee2ef6","b63be8c2-576a-4d6e-8daf-814f8bcea96f","0022d18b-044f-4285-bc8f-4fbd525c475f",3,7,7,5,8,False,3,4,4
"6b8d128f-ed51-496d-a965-6614476f8256","b024e975-1c4a-4575-8936-a3754a08806a","52336bdb-bc61-45af-be61-a2a34634c8c7",3,7,4,4,8,False,3,4,4
"138fccc3-e66f-4b07-8327-d4b6f372f654","adc5b394-8f76-416d-9ce9-813706877b84","879e1ff7-93cc-40f6-b318-309f5fe4b9ae",3,7,3,11,10,False,4,4,4
"81d7d022-19d6-427d-aafc-031fcb79b29e","36569151-a2fb-43c1-9df7-2df512424c82","c9bab0d8-3da3-47cd-b1be-39cf0a959e0a",3,7,6,10,9,True,4,4,4
"43d5da5f-c6a1-42f1-ab7f-50ea956b6cd5","ca3f1c8c-c025-4d8e-8eef-5be6accbeb16","0b01c351-57c8-4fcf-b900-defed3986f98",3,7,3,5,9,False,3,4,4
"f9c0d3cb-d8be-4f53-94c9-fc53bcbce520","bfd38797-8404-4b38-8b82-341da28b1f83","52336bdb-bc61-45af-be61-a2a34634c8c7",3,7,1,6,9,True,3,4,4
"f3c07eaf-3d6c-4cc3-9e54-cbecc9c08286","a37f9158-7f82-46bc-908c-c9e2dda7c33b","0022d18b-044f-4285-bc8f-4fbd525c475f",3,7,1,6,9,True,3,4,4
